id,name,type,attribute,race,level,attack_points,defense_points,cost,rarity,description,image
726,Ryu-Ran,Normal Monster,FIRE,Dragon,7,2200,2600,7,Common,A vicious little dragon sheltered in an egg that looks deceptively harmless.,https://images.ygoprodeck.com/images/cards/2964201.jpg
727,Manga Ryu-Ran,Toon Monster,FIRE,Dragon,7,2200,2600,7,Common,"(This card is always treated as a ""Toon"" card.)
Cannot be Normal Summoned/Set. Must first be Special Summoned (from your hand) by Tributing 2 monsters, while you control ""Toon World"". Cannot attack the turn it is Special Summoned. You must pay 500 LP to declare an attack with this monster. If ""Toon World"" on the field is destroyed, destroy this card. Can attack your opponent directly, unless they control a Toon monster, in which case this card must target a Toon monster for its attacks.",https://images.ygoprodeck.com/images/cards/38369349.jpg
728,Toon Mermaid,Toon Monster,WATER,Aqua,4,1400,1500,4,Common,"Cannot be Normal Summoned/Set. Must first be Special Summoned (from your hand), while you control ""Toon World"". Cannot attack the turn it is Special Summoned. You must pay 500 LP to declare an attack with this monster. If ""Toon World"" on the field is destroyed, destroy this card. Can attack your opponent directly, unless they control a Toon monster, in which case this card must target a Toon monster for its attacks.",https://images.ygoprodeck.com/images/cards/65458948.jpg
729,Toon Summoned Skull,Toon Monster,DARK,Fiend,6,2500,1200,6,Common,"(This card is always treated as an ""Archfiend"" card.)
Cannot be Normal Summoned/Set. Must first be Special Summoned (from your hand) by Tributing 1 monster, while you control ""Toon World"". Cannot attack the turn it is Special Summoned. You must pay 500 LP to declare an attack with this monster. If ""Toon World"" on the field is destroyed, destroy this card. Can attack your opponent directly, unless they control a Toon monster, in which case this card must target a Toon monster for its attacks.",https://images.ygoprodeck.com/images/cards/91842653.jpg
730,Dark-Eyes Illusionist,Flip Effect Monster,DARK,Spellcaster,2,0,1400,2,Common,FLIP: Target 1 monster on the field; it cannot attack while this card is face-up on the field.,https://images.ygoprodeck.com/images/cards/38247752.jpg
731,Relinquished,Ritual Effect Monster,DARK,Spellcaster,1,0,0,1,Common,"You can Ritual Summon this card with ""Black Illusion Ritual"". Once per turn: You can target 1 monster your opponent controls; equip that target to this card (max. 1). This card's ATK/DEF become equal to that equipped monster's. If this card would be destroyed by battle, destroy that equipped monster instead. While equipped with that monster, any battle damage you take from battles involving this card inflicts equal effect damage to your opponent.",https://images.ygoprodeck.com/images/cards/64631466.jpg
732,Jigen Bakudan,Flip Effect Monster,FIRE,Pyro,2,200,1000,2,Common,"FLIP: After this card is flipped, Tribute it during your Standby Phase to destroy all monsters you control and inflict damage equal to half of the total ATK of the destroyed cards (excluding this monster) to your opponent.",https://images.ygoprodeck.com/images/cards/90020065.jpg
733,Thousand-Eyes Idol,Normal Monster,DARK,Spellcaster,1,0,0,1,Common,"A wicked entity that controls the hearts of men, its thousand eyes are able to see and expand the negative influences in an individual's soul.",https://images.ygoprodeck.com/images/cards/27125110.jpg
734,Thousand-Eyes Restrict,Fusion Monster,DARK,Spellcaster,1,0,0,1,Common,"""Relinquished"" + ""Thousand-Eyes Idol""
Other monsters on the field cannot change their battle positions or attack. Once per turn: You can target 1 monster your opponent controls; equip that target to this card (max. 1). This card's ATK/DEF become equal to that equipped monster's. If this card would be destroyed by battle, destroy that equipped monster instead.",https://images.ygoprodeck.com/images/cards/63519819.jpg
735,Steel Ogre Grotto #2,Normal Monster,EARTH,Machine,6,1900,2200,6,Common,A mechanized iron doll with tremendous strength.,https://images.ygoprodeck.com/images/cards/90908427.jpg
736,Blast Sphere,Effect Monster,DARK,Machine,4,1400,1400,4,Common,"If this face-down Defense Position card was attacked by an opponent's monster, before damage calculation: Equip this card to the attacking monster. Then, during your opponent's next Standby Phase: Destroy the monster this card is equipped to, and if you do, inflict damage to your opponent equal to the ATK the destroyed monster had on the field.",https://images.ygoprodeck.com/images/cards/26302522.jpg
737,Hyozanryu,Normal Monster,LIGHT,Dragon,7,2100,2800,7,Common,A dragon created from a massive diamond that sparkles with blinding light.,https://images.ygoprodeck.com/images/cards/62397231.jpg
738,Alpha The Magnet Warrior,Normal Monster,EARTH,Rock,4,1400,1700,4,Common,"''Alpha, Beta, and Gamma meld as one to form a powerful monster.''",https://images.ygoprodeck.com/images/cards/99785935.jpg
739,Legion the Fiend Jester,Effect Monster,DARK,Spellcaster,4,1300,1500,4,Common,"During your Main Phase, you can Tribute Summon 1 Spellcaster monster in face-up Attack Position, in addition to your Normal Summon/Set. (You can only gain this effect once per turn.) If this card is sent from the field to the GY: You can add 1 Spellcaster Normal Monster from your Deck or GY to your hand. You can only use this effect of ""Legion the Fiend Jester"" once per turn.",https://images.ygoprodeck.com/images/cards/25280974.jpg
740,Invitation to a Dark Sleep,Effect Monster,DARK,Spellcaster,5,1500,1800,5,Common,"When this monster is summoned (excluding Special Summon), select 1 of your opponent's monsters. As long as this card remains face-up on the field, the selected monster cannot attack.",https://images.ygoprodeck.com/images/cards/52675689.jpg
741,Lord of D.,Effect Monster,DARK,Spellcaster,4,1200,1100,4,Common,Neither player can target Dragon monsters on the field with card effects.,https://images.ygoprodeck.com/images/cards/17985575.jpg
742,Red-Eyes Black Metal Dragon,Effect Monster,DARK,Machine,8,2800,2400,8,Common,"Cannot be Normal Summoned/Set. Must first be Special Summoned (from your Deck) by Tributing ""Red-Eyes B. Dragon"" equipped with ""Metalmorph"".",https://images.ygoprodeck.com/images/cards/64335805.jpg
743,Barrel Dragon,Effect Monster,DARK,Machine,7,2600,2200,7,Common,Once per turn: You can target 1 monster your opponent controls; toss a coin 3 times and destroy it if at least 2 of the results are heads.,https://images.ygoprodeck.com/images/cards/81480461.jpg
744,Hannibal Necromancer,Effect Monster,DARK,Spellcaster,4,1400,1800,4,Common,"If this card is Normal Summoned: Place 1 Spell Counter on it (max. 1). You can remove 1 Spell Counter from this card, then target 1 face-up Trap Card on the field; destroy that target.",https://images.ygoprodeck.com/images/cards/5640330.jpg
745,Panther Warrior,Effect Monster,EARTH,Beast-Warrior,4,2000,1600,4,Common,This card cannot declare an attack unless you Tribute 1 monster.,https://images.ygoprodeck.com/images/cards/42035044.jpg
746,Three-Headed Geedo,Normal Monster,DARK,Fiend,4,1200,1400,4,Common,A three-headed nocturnal monster that is absolutely ruthless when fighting.,https://images.ygoprodeck.com/images/cards/78423643.jpg
747,Gazelle the King of Mythical Beasts,Normal Monster,EARTH,Beast,4,1500,1200,4,Common,"This monster moves so fast that it looks like an illusion to mortal eyes.


(This card is always treated as a ""Phantom Beast"" card.)",https://images.ygoprodeck.com/images/cards/5818798.jpg
748,Stone Statue of the Aztecs,Effect Monster,EARTH,Rock,4,300,2000,4,Common,Double any Battle Damage your opponent takes when they attack this monster.,https://images.ygoprodeck.com/images/cards/31812496.jpg
749,Berfomet,Effect Monster,DARK,Fiend,5,1400,1800,5,Common,"When this card is Normal or Flip Summoned: You can add 1 ""Gazelle the King of Mythical Beasts"" from your Deck to your hand.",https://images.ygoprodeck.com/images/cards/77207191.jpg
750,Chimera the Flying Mythical Beast,Fusion Monster,WIND,Beast,6,2100,1800,6,Common,"""Gazelle the King of Mythical Beasts"" + ""Berfomet""
(This card is always treated as a ""Phantom Beast"" card.)
When this card is destroyed: You can target 1 ""Berfomet"" or 1 ""Gazelle the King of Mythical Beasts"" in your Graveyard; Special Summon that target.",https://images.ygoprodeck.com/images/cards/4796100.jpg
751,Gear Golem the Moving Fortress,Effect Monster,EARTH,Machine,4,800,2200,4,Common,"Once per turn, during your Main Phase 1: You can pay 800 Life Points; this card can attack your opponent directly this turn.",https://images.ygoprodeck.com/images/cards/30190809.jpg
752,Jinzo,Effect Monster,DARK,Machine,6,2400,1500,6,Common,"Trap Cards, and their effects on the field, cannot be activated. Negate all Trap effects on the field.",https://images.ygoprodeck.com/images/cards/77585513.jpg
753,Swordsman of Landstar,Normal Monster,EARTH,Warrior,3,500,1200,3,Common,"An amateur with a sword, this fairy warrior relies on its mysterious powers.",https://images.ygoprodeck.com/images/cards/3573512.jpg
754,Cyber Raider,Effect Monster,DARK,Machine,4,1400,1000,4,Common,"If this card is Summoned: Activate 1 of these effects.
● Target 1 Equip Card on the field; destroy that target.
● Target 1 Equip Card on the field; equip that target to this card.",https://images.ygoprodeck.com/images/cards/39978267.jpg
755,The Fiend Megacyber,Effect Monster,DARK,Warrior,6,2200,1200,6,Common,"If your opponent controls at least 2 more monsters than you do, you can Special Summon this card (from your hand).",https://images.ygoprodeck.com/images/cards/66362965.jpg
756,Reflect Bounder,Effect Monster,LIGHT,Machine,4,1700,1000,4,Common,"Before damage calculation, if this card is being attacked by an opponent's monster, and was in face-up Attack Position at the start of the Damage Step: Inflict damage to your opponent equal to the attacking monster's ATK. If you do, after damage calculation: Destroy this card.",https://images.ygoprodeck.com/images/cards/2851070.jpg
757,Beta The Magnet Warrior,Normal Monster,EARTH,Rock,4,1700,1600,4,Common,"''Alpha, Beta, and Gamma meld as one to form a powerful monster.''",https://images.ygoprodeck.com/images/cards/39256679.jpg
758,Big Shield Gardna,Effect Monster,EARTH,Warrior,4,100,2600,4,Common,"When a Spell Card is activated that targets this face-down card (and no other cards) (Quick Effect): Change this card to face-up Defense Position, and if you do, negate the activation. If this card is attacked, change it to Attack Position at the end of the Damage Step.",https://images.ygoprodeck.com/images/cards/65240384.jpg
759,Doll of Demise,Effect Monster,DARK,Fiend,4,1600,1700,4,Common,During your next Standby Phase after this card was sent from the field to the Graveyard by the effect of a Continuous Spell Card: Special Summon this card from the Graveyard.,https://images.ygoprodeck.com/images/cards/72657739.jpg
760,Dark Magician Girl,Effect Monster,DARK,Spellcaster,6,2000,1700,6,Common,"Gains 300 ATK for every ""Dark Magician"" or ""Magician of Black Chaos"" in the GY.",https://images.ygoprodeck.com/images/cards/38033121.jpg
761,Alligator's Sword,Normal Monster,EARTH,Beast,4,1500,1200,4,Common,"ey, dis mighty lissard man can swing his sword so fast, dat it's more dan da speed a sound!",https://images.ygoprodeck.com/images/cards/64428736.jpg
762,Insect Queen,Effect Monster,EARTH,Insect,7,2200,2400,7,Common,"This card gains 200 ATK for each Insect monster on the field. Cannot declare an attack unless you Tribute 1 monster. Once per turn, during the End Phase, if this card destroyed an opponent's monster by battle this turn: Special Summon 1 ""Insect Monster Token"" (Insect/EARTH/Level 1/ATK 100/DEF 100) in Attack Position.",https://images.ygoprodeck.com/images/cards/91512835.jpg
763,Parasite Paracide,Flip Effect Monster,EARTH,Insect,2,500,300,2,Common,"FLIP: Put this card face-up in your opponent's Deck and shuffle it. When your opponent draws this card, it is Special Summoned to their side of the field in face-up Defense Position, and inflicts 1000 damage to them. Then, while this card is face-up on the field, all monsters your opponent controls become Insect-Type monsters.",https://images.ygoprodeck.com/images/cards/27911549.jpg
764,Skull-Mark Lady Bug,Normal Monster,EARTH,Warrior,3,1600,1400,3,Common,,
765,Tiny Guardian,Normal Monster,WATER,Fiend,4,1700,1500,4,Common,,
766,Pinch Hopper,Effect Monster,EARTH,Insect,4,1000,1200,4,Common,When this card you control is sent to your GY: You can Special Summon 1 Insect monster from your hand.,https://images.ygoprodeck.com/images/cards/26185991.jpg
767,Blue-Eyes Toon Dragon,Toon Monster,LIGHT,Dragon,8,3000,2500,8,Common,"Cannot be Normal Summoned/Set. Must first be Special Summoned (from your hand) by Tributing 2 monsters, while you control ""Toon World"". Cannot attack the turn it is Special Summoned. You must pay 500 LP to declare an attack with this monster. If ""Toon World"" on the field is destroyed, destroy this card. Can attack your opponent directly, unless they control a Toon monster, in which case this card must target a Toon monster for its attacks.",https://images.ygoprodeck.com/images/cards/53183600.jpg
768,The Unhappy Maiden,Effect Monster,LIGHT,Spellcaster,1,0,100,1,Common,"When this card is sent to the Graveyard as a result of battle, the Battle Phase for that turn ends immediately.",https://images.ygoprodeck.com/images/cards/51275027.jpg
769,Wall of Illusion,Effect Monster,DARK,Fiend,4,1000,1850,4,Common,"If this card is attacked by a monster, after damage calculation: Return that monster to the hand.",https://images.ygoprodeck.com/images/cards/13945283.jpg
770,Neo the Magic Swordsman,Normal Monster,LIGHT,Spellcaster,4,1700,1000,4,Common,"A dimensional drifter who not only practices sorcery, but is also a sword and martial arts master.",https://images.ygoprodeck.com/images/cards/50930991.jpg
771,Man-Eating Treasure Chest,Normal Monster,DARK,Fiend,4,1600,1000,4,Common,A monster disguised as a treasure chest that is known to attack the unwary adventurer.,https://images.ygoprodeck.com/images/cards/13723605.jpg
772,Sorcerer of the Doomed,Normal Monster,DARK,Spellcaster,4,1450,1200,4,Common,"A slave of the dark arts, this sorcerer is a master of life-extinguishing spells.",https://images.ygoprodeck.com/images/cards/49218300.jpg
773,Sword Hunter,Effect Monster,EARTH,Warrior,7,2450,1700,7,Common,"At the end of the Battle Phase, if this card destroyed a monster(s) by battle and sent it to the Graveyard this Battle Phase: Equip all those monsters from the Graveyard to this card as an Equip Spell Card(s) with this effect.
● The equipped monster gains 200 ATK.",https://images.ygoprodeck.com/images/cards/51345461.jpg
774,Drill Bug,Effect Monster,EARTH,Insect,2,1100,200,2,Common,"When this card inflicts Battle Damage to your opponent's Life Points, you can select 1 ""Parasite Paracide"" card from your Deck, shuffle the Deck, and place ""Parasite Paracide"" on top of the Deck.",https://images.ygoprodeck.com/images/cards/88733579.jpg
775,Deepsea Warrior,Effect Monster,WATER,Warrior,5,1600,1800,5,Common,"As long as ""Umi"" is face-up on the field, this card is unaffected by any Spell Cards.",https://images.ygoprodeck.com/images/cards/24128274.jpg
776,Bite Shoes,Flip Effect Monster,DARK,Fiend,2,500,300,2,Common,FLIP: Change the battle position of 1 face-up monster on the field.,https://images.ygoprodeck.com/images/cards/50122883.jpg
777,Spikebot,Normal Monster,DARK,Machine,5,1800,1700,5,Common,"A mechanical soldier created by a wicked sorcerer, it attacks with the two steel balls attached to its arms.",https://images.ygoprodeck.com/images/cards/87511987.jpg
778,Beast of Gilfer,Normal Monster,FIRE,Beast,5,2000,1200,5,Common,,
779,The Portrait's Secret,Normal Monster,EARTH,Fiend,4,1200,1500,4,Common,"A portrait cursed by the artist, it is said to bring ill fortune to anyone who owns it.",https://images.ygoprodeck.com/images/cards/32541773.jpg
780,The Gross Ghost of Fled Dreams,Normal Monster,DARK,Fiend,4,1300,1800,4,Common,"This monster feeds on the dreams of an unwary sleeper, dragging the victim into eternal slumber.",https://images.ygoprodeck.com/images/cards/68049471.jpg
781,Brain Control,Spell Card,,Normal,0,0,0,0,Common,"Pay 800 LP, then target 1 face-up monster your opponent controls that can be Normal Summoned/Set; take control of that target until the End Phase.",https://images.ygoprodeck.com/images/cards/87910978.jpg
782,Anti Raigeki,Trap Card,,Normal,0,0,0,0,Common,"When your opponent activates ""Raigeki"": Negate its effect, and if you do, destroy all monsters your opponent controls.",https://images.ygoprodeck.com/images/cards/42364257.jpg
783,Black Illusion Ritual,Spell Card,,Ritual,0,0,0,0,Common,"This card is used to Ritual Summon ""Relinquished"". You must also Tribute a monster from your hand or field whose Level is 1 or more.",https://images.ygoprodeck.com/images/cards/41426869.jpg
784,Change of Heart,Spell Card,,Normal,0,0,0,0,Common,Target 1 monster your opponent controls; take control of it until the End Phase.,https://images.ygoprodeck.com/images/cards/4031928.jpg
785,Multiply,Spell Card,,Quick-Play,0,0,0,0,Common,"Tribute 1 face-up ""Kuriboh""; Special Summon as many ""Kuriboh Tokens"" (Fiend/DARK/Level 1/ATK 300/DEF 200) as possible, in Defense Position. They cannot be Tributed for a Tribute Summon.",https://images.ygoprodeck.com/images/cards/40703222.jpg
786,Exile of the Wicked,Spell Card,,Normal,0,0,0,0,Common,Destroy all Fiend monsters on the field.,https://images.ygoprodeck.com/images/cards/26725158.jpg
787,Last Day of Witch,Spell Card,,Normal,0,0,0,0,Common,Destroy all face-up Spellcaster-Type monsters on the field.,https://images.ygoprodeck.com/images/cards/90330453.jpg
788,Restructer Revolution,Spell Card,,Normal,0,0,0,0,Common,Inflict 200 points of damage to your opponent's Life Points for each card in your opponent's hand.,https://images.ygoprodeck.com/images/cards/99518961.jpg
789,Pot of Greed,Spell Card,,Normal,0,0,0,0,Common,Draw 2 cards.,https://images.ygoprodeck.com/images/cards/55144522.jpg
790,The Inexperienced Spy,Spell Card,,Normal,0,0,0,0,Common,Select and see 1 card in your opponent's hand.,https://images.ygoprodeck.com/images/cards/81820689.jpg
791,Gate Sword,Normal Monster,WIND,Machine,6,1300,1700,6,Common,,
792,Steel Fan Fighter,Normal Monster,DARK,Dragon,3,1400,1000,3,Common,,
793,Leopard Girl,Normal Monster,LIGHT,Spellcaster,4,1500,1100,4,Common,,
794,The Last Warrior from Another Planet,Fusion Monster,EARTH,Warrior,7,2350,2300,7,Common,"""Zombyra the Dark"" + ""Maryokutai""
If this card is Special Summoned: Destroy all other monsters you control. Neither player can Summon monsters.",https://images.ygoprodeck.com/images/cards/86099788.jpg
795,Dunames Dark Witch,Normal Monster,LIGHT,Fairy,4,1800,1050,4,Common,"Even when all odds are against this brave fairy, she will press onwards in battle and never retreat.",https://images.ygoprodeck.com/images/cards/12493482.jpg
796,Garnecia Elefantis,Normal Monster,EARTH,Beast-Warrior,7,2400,2000,7,Common,A monster so heavy that each step rocks the earth.,https://images.ygoprodeck.com/images/cards/49888191.jpg
797,Total Defense Shogun,Effect Monster,DARK,Warrior,6,1550,2500,6,Common,"This card is changed to Defense Position when it is Normal Summoned or Flip Summoned successfully. This card can attack while it is in Defense Position. If this card attacks while in Defense Position, apply the ATK of this card for damage calculation.",https://images.ygoprodeck.com/images/cards/75372290.jpg
798,Beast of Talwar,Normal Monster,DARK,Fiend,6,2400,2150,6,Common,"Only the master of the sword among Fiend-Type monsters is permitted to hold the Talwar.


(This card is always treated as an ""Archfiend"" card.)",https://images.ygoprodeck.com/images/cards/11761845.jpg
799,Cyber-Tech Alligator,Normal Monster,WIND,Machine,5,2500,1600,5,Common,"Originally a pterodactyl, he was viciously attacked by a dragon. Using the newest technologies, his keeper saved him from near-fatal wounds and brought him back as a powerful Cyborg.",https://images.ygoprodeck.com/images/cards/48766543.jpg
800,Talons of Shurilane,Effect Monster,LIGHT,Illusion,6,2100,2050,6,Common,"If this card battles a monster, neither can be destroyed by that battle. You can only use each of the following effects of ""Talons of Shurilane"" once per turn. During your opponent's turn (Quick Effect): You can target 1 Fiend or Illusion monster you control, except ""Talons of Shurilane""; return it to the hand, and if you do, Special Summon this card from your hand. When your opponent activates a card or effect that targets your card(s) (Quick Effect): You can target 1 monster your opponent controls; return this card from the field to the hand, and if you do, destroy that monster.",https://images.ygoprodeck.com/images/cards/74150658.jpg
801,The Stern Mystic,Flip Effect Monster,LIGHT,Spellcaster,4,1500,1200,4,Common,"FLIP: Reveal all face-down cards on the field (Flip Effects are not activated), then return them to their original positions.",https://images.ygoprodeck.com/images/cards/87557188.jpg
802,Baron of the Fiend Sword,Normal Monster,DARK,Fiend,4,1550,800,4,Common,An aristocrat who wields a sword possessed by a malicious spirit that preys on the weak.,https://images.ygoprodeck.com/images/cards/86325596.jpg
803,Shining Abyss,Normal Monster,LIGHT,Fairy,4,1600,1800,4,Common,This monster employs the powers of both Light and Darkness.,https://images.ygoprodeck.com/images/cards/87303357.jpg
804,Headless Knight,Normal Monster,EARTH,Fiend,4,1450,1700,4,Common,A haunted spirit of a falsely accused knight who wanders in search of truth and justice.,https://images.ygoprodeck.com/images/cards/5434080.jpg
805,Soldier Ari,Normal Monster,LIGHT,Spellcaster,4,1700,1500,4,Common,,
806,Gearfried the Iron Knight,Effect Monster,EARTH,Warrior,4,1800,1600,4,Common,If either player equips an Equip Card(s) to this card: Destroy that Equip Card(s).,https://images.ygoprodeck.com/images/cards/423705.jpg
807,Humanoid Slime,Normal Monster,WATER,Aqua,4,800,2000,4,Common,This slime apparently has some human genes in its genetic makeup.,https://images.ygoprodeck.com/images/cards/46821314.jpg
808,Worm Drake,Normal Monster,EARTH,Reptile,4,1400,1500,4,Common,"Once this monster wraps itself around a victim, there is no escape.",https://images.ygoprodeck.com/images/cards/73216412.jpg
809,Humanoid Worm Drake,Fusion Monster,WATER,Aqua,7,2200,2000,7,Common,"""Worm Drake"" + ""Humanoid Slime""",https://images.ygoprodeck.com/images/cards/5600127.jpg
810,Revival Jam,Effect Monster,WATER,Aqua,4,1500,500,4,Common,When this card is destroyed by battle and sent to the Graveyard: You can pay 1000 Life Points; Special Summon it in face-up Defense Position during your next turn's Standby Phase.,https://images.ygoprodeck.com/images/cards/31709826.jpg
811,Buster Blader,Effect Monster,EARTH,Warrior,7,2600,2300,7,Common,Gains 500 ATK for each Dragon monster your opponent controls or is in their GY.,https://images.ygoprodeck.com/images/cards/78193831.jpg
812,Dark Necrofear,Effect Monster,DARK,Fiend,8,2200,2800,8,Common,"Cannot be Normal Summoned/Set. Must first be Special Summoned (from your hand) by banishing 3 Fiend monsters from your GY. During the End Phase, if this card is in your GY because it was destroyed in your Monster Zone by an opponent's card and sent there this turn: Target 1 face-up monster your opponent controls; equip this card to that target. While this card is equipped to a monster by this effect, take control of that monster.",https://images.ygoprodeck.com/images/cards/31829185.jpg
813,Cyber Jar,Flip Effect Monster,DARK,Rock,3,900,900,3,Common,"FLIP: Destroy all monsters on the field, then both players reveal the top 5 cards from their Decks, then Special Summon all revealed Level 4 or lower monsters in face-up Attack Position or face-down Defense Position, also add any remaining cards to their hand. (If either player has less than 5 cards in their Deck, reveal as many as possible.)",https://images.ygoprodeck.com/images/cards/34124316.jpg
814,Banisher of the Light,Effect Monster,LIGHT,Fairy,3,100,2000,3,Common,Any card sent to the Graveyard is banished instead.,https://images.ygoprodeck.com/images/cards/61528025.jpg
815,Giant Rat,Effect Monster,EARTH,Beast,4,1400,1450,4,Common,"When this card is destroyed by battle and sent to the Graveyard: You can Special Summon 1 EARTH monster with 1500 or less ATK from your Deck, in Attack Position.",https://images.ygoprodeck.com/images/cards/97017120.jpg
816,Senju of the Thousand Hands,Effect Monster,LIGHT,Fairy,4,1400,1000,4,Common,When this card is Normal or Flip Summoned: You can add 1 Ritual Monster from your Deck to your hand.,https://images.ygoprodeck.com/images/cards/23401839.jpg
817,UFO Turtle,Effect Monster,FIRE,Machine,4,1400,1200,4,Common,"When this card is destroyed by battle and sent to the Graveyard: You can Special Summon 1 FIRE monster with 1500 or less ATK from your Deck, in face-up Attack Position.",https://images.ygoprodeck.com/images/cards/60806437.jpg
818,Flash Assailant,Effect Monster,DARK,Fiend,4,2000,2000,4,Common,Decrease the ATK and DEF of this card by 400 points for each card in your hand.,https://images.ygoprodeck.com/images/cards/96890582.jpg
819,Karate Man,Effect Monster,EARTH,Warrior,3,1000,1000,3,Common,"You can double the original ATK of this card once per turn. If you used this effect, destroy this card during the End Phase.",https://images.ygoprodeck.com/images/cards/23289281.jpg
820,Dark Zebra,Effect Monster,EARTH,Beast,4,1800,400,4,Common,"If this is the only Monster Card in your control during your Standby Phase, it is changed to Defense Position. You cannot change the position of this card during the same turn.",https://images.ygoprodeck.com/images/cards/59784896.jpg
821,Giant Germ,Effect Monster,DARK,Fiend,2,1000,100,2,Common,"When this card is destroyed by battle and sent to the Graveyard: Inflict 500 damage to your opponent, then you can Special Summon any number of ""Giant Germs"" from your Deck in face-up Attack Position.",https://images.ygoprodeck.com/images/cards/95178994.jpg
822,Nimble Momonga,Effect Monster,EARTH,Beast,2,1000,100,2,Common,"When this card is destroyed by battle and sent to the Graveyard: Gain 1000 Life Points, then you can Special Summon any number of ""Nimble Momongas"" from your Deck in face-down Defense Position.",https://images.ygoprodeck.com/images/cards/22567609.jpg
823,Spear Cretin,Flip Effect Monster,DARK,Fiend,2,500,500,2,Common,"FLIP: When this card is sent to the Graveyard after being flipped, each player selects 1 monster from their Graveyard, and Special Summons it in face-up Attack Position or face-down Defense Position.",https://images.ygoprodeck.com/images/cards/58551308.jpg
824,Shining Angel,Effect Monster,LIGHT,Fairy,4,1400,800,4,Common,"When this card is destroyed by battle and sent to the Graveyard: You can Special Summon 1 LIGHT monster with 1500 or less ATK from your Deck, in face-up Attack Position.",https://images.ygoprodeck.com/images/cards/95956346.jpg
825,Boar Soldier,Effect Monster,EARTH,Beast-Warrior,4,2000,500,4,Common,"If this card is Normal Summoned, destroy this card. If your opponent controls 1 or more monsters, decrease the ATK of this card by 1000 points.",https://images.ygoprodeck.com/images/cards/21340051.jpg
826,Mother Grizzly,Effect Monster,WATER,Beast-Warrior,4,1400,1000,4,Common,"When this card is destroyed by battle and sent to the Graveyard: You can Special Summon 1 WATER monster with 1500 or less ATK from your Deck, in face-up Attack Position.",https://images.ygoprodeck.com/images/cards/57839750.jpg
827,Flying Kamakiri #1,Effect Monster,WIND,Insect,4,1400,900,4,Common,"When this card is destroyed by battle and sent to the Graveyard: You can Special Summon 1 WIND monster with 1500 or less ATK from your Deck, in face-up Attack Position.",https://images.ygoprodeck.com/images/cards/84834865.jpg
828,Ceremonial Bell,Effect Monster,LIGHT,Spellcaster,3,0,1850,3,Common,Both players must keep their hands revealed.,https://images.ygoprodeck.com/images/cards/20228463.jpg
829,Sonic Bird,Effect Monster,WIND,Winged Beast,4,1400,1000,4,Common,When this card is Normal or Flip Summoned: You can add 1 Ritual Spell from your Deck to your hand.,https://images.ygoprodeck.com/images/cards/57617178.jpg
830,Mystic Tomato,Effect Monster,DARK,Plant,4,1400,1100,4,Common,"When this card is destroyed by battle and sent to the GY: You can Special Summon 1 DARK monster with 1500 or less ATK from your Deck, in face-up Attack Position.",https://images.ygoprodeck.com/images/cards/83011278.jpg
831,Kotodama,Effect Monster,EARTH,Fairy,3,0,1600,3,Common,"If there are face-up monsters with the same name on the field, destroy those monsters. (If a monster is Summoned or flipped face-up that has the same name as a monster that is already face-up on the field, the new face-up monster is destroyed. If they are Summoned or flipped face-up at the same time, they are all destroyed.)",https://images.ygoprodeck.com/images/cards/19406822.jpg
832,Obelisk the Tormentor,Effect Monster,DIVINE,Divine-Beast,10,4000,4000,10,Common,"Requires 3 Tributes to Normal Summon (cannot be Normal Set). This card's Normal Summon cannot be negated. When Normal Summoned, cards and effects cannot be activated. Neither player can target this card with card effects. Once per turn, during the End Phase, if this card was Special Summoned: Send it to the GY. You can Tribute 2 monsters; destroy all monsters your opponent controls. This card cannot declare an attack the turn this effect is activated.",https://images.ygoprodeck.com/images/cards/10000000.jpg
833,Slifer the Sky Dragon,Effect Monster,DIVINE,Divine-Beast,10,-1,-1,10,Common,"Requires 3 Tributes to Normal Summon (cannot be Normal Set). This card's Normal Summon cannot be negated. When Normal Summoned, cards and effects cannot be activated. Once per turn, during the End Phase, if this card was Special Summoned: Send it to the GY. Gains 1000 ATK/DEF for each card in your hand. If a monster(s) is Normal or Special Summoned to your opponent's field in Attack Position: That monster(s) loses 2000 ATK, then if its ATK has been reduced to 0 as a result, destroy it.",https://images.ygoprodeck.com/images/cards/10000020.jpg
834,The Winged Dragon of Ra,Effect Monster,DIVINE,Divine-Beast,10,-1,-1,10,Common,"Cannot be Special Summoned. Requires 3 Tributes to Normal Summon (cannot be Normal Set). This card's Normal Summon cannot be negated. When Normal Summoned, other cards and effects cannot be activated. When this card is Normal Summoned: You can pay LP so that you only have 100 left; this card gains ATK/DEF equal to the amount of LP paid. You can pay 1000 LP, then target 1 monster on the field; destroy that target.",https://images.ygoprodeck.com/images/cards/10000010.jpg
835,Flying Fish,Normal Monster,WIND,Fish,4,800,500,4,Common,Three wishes are granted to those fortunate enough to see this monster in flight.,https://images.ygoprodeck.com/images/cards/31987274.jpg
836,Amphibian Beast,Normal Monster,WATER,Fish,6,2400,2000,6,Common,"On land or in the sea, the speed of this monster is unmatchable.",https://images.ygoprodeck.com/images/cards/67371383.jpg
837,Alligator's Sword Dragon,Fusion Monster,WIND,Dragon,5,1700,1500,5,Common,"""Baby Dragon"" + ""Alligator's Sword""
This card can attack your opponent directly if the only face-up monsters they control are EARTH, WATER, or FIRE.",https://images.ygoprodeck.com/images/cards/3366982.jpg
